order_id,date,category,region,channel,customer_segment,price,quantity,discount_pct,revenue,profit,customer_id
ORD-11167,2022-08-24,Beauty,East,Online,Budget,41.1,1,5,39.05,6.76,CUST-1870
ORD-11168,2023-07-25,Home & Garden,East,Online,Standard,306.33,3,10,827.09,148.13,CUST-1975
ORD-11169,2023-04-09,Books,South,Online,Budget,45.42,3,10,122.63,42.59,CUST-2777
ORD-11170,2024-05-28,Books,North,In-Store,Standard,56.66,3,0,169.98,40.37,CUST-1861
ORD-11171,2022-02-23,Beauty,North,In-Store,Standard,46.34,5,5,220.12,67.15,CUST-1505
ORD-11172,2023-07-02,Electronics,West,In-Store,Standard,729.4,1,10,656.46,207.48,CUST-2653
ORD-11173,2022-03-01,Sports,East,Online,Standard,61.93,1,0,61.93,14.91,CUST-2749
ORD-11174,2023-01-05,Clothing,North,Online,Standard,189.0,1,10,170.1,42.46,CUST-2611
ORD-11175,2023-07-14,Home & Garden,West,Online,Premium,156.97,3,10,423.82,81.57,CUST-1733
ORD-11176,2023-09-25,Beauty,West,In-Store,Budget,19.05,1,5,18.1,2.09,CUST-1984
ORD-11177,2023-11-27,Home & Garden,East,In-Store,Premium,272.81,2,0,545.62,145.21,CUST-2085
ORD-11178,2023-12-20,Electronics,East,Mobile App,Standard,166.74,1,5,158.4,48.36,CUST-2375
ORD-11179,2022-01-13,Electronics,Central,In-Store,Premium,340.12,1,5,323.11,59.16,CUST-2829
ORD-11180,2023-01-07,Sports,South,Online,Standard,194.08,2,10,349.34,122.01,CUST-2336
ORD-11181,2022-10-21,Sports,East,Online,Budget,359.64,2,0,719.28,241.96,CUST-2123
ORD-11182,2024-03-31,Clothing,Central,In-Store,Budget,194.04,1,5,184.34,24.81,CUST-2032
ORD-11183,2022-05-23,Beauty,Central,In-Store,Budget,127.03,2,5,241.36,64.67,CUST-2391
ORD-11184,2022-10-18,Clothing,North,Mobile App,Budget,62.08,-1,0,62.08,11.96,CUST-2932
ORD-11185,2022-03-04,Electronics,East,Mobile App,Standard,1025.96,3,5,2923.99,714.7,CUST-1878
ORD-11186,2022-07-07,Sports,North,Mobile App,Standard,381.83,3,0,1145.49,309.8,CUST-2024
ORD-11187,2024-12-22,Home & Garden,Central,Mobile App,Premium,303.76,1,10,273.38,50.87,CUST-1494
ORD-11188,2023-03-17,Books,South,In-Store,Budget,51.22,2,0,102.44,14.88,CUST-1422
ORD-11189,2024-02-10,Electronics,North,In-Store,Standard,339.28,2,0,678.56,177.01,CUST-2333
ORD-11190,2024-05-09,Sports,East,Online,Budget,357.63,1,0,357.63,79.74,CUST-2808
ORD-11191,2024-07-18,Clothing,East,Online,Premium,117.78,1,0,117.78,28.05,CUST-2711
ORD-11192,2023-11-30,Clothing,South,Mobile App,Standard,96.47,2,0,192.94,60.61,CUST-2968
ORD-11193,2022-11-19,Sports,West,In-Store,Standard,393.98,3,0,1181.94,412.76,CUST-2697
ORD-11194,2024-01-28,Beauty,North,Online,Premium,20.84,1,0,20.84,2.46,CUST-1819
ORD-11195,2023-10-01,Beauty,East,Mobile App,Premium,139.34,1,10,125.41,40.39,CUST-1427
ORD-11196,2023-10-27,Home & Garden,North,In-Store,Premium,104.6,3,0,313.8,103.3,CUST-2153
ORD-11197,2022-06-23,Electronics,Central,Online,Budget,,1,20,354.06,116.48,CUST-1814
ORD-11198,2022-04-18,Beauty,Central,In-Store,Premium,115.87,1,0,115.87,37.11,CUST-2431
ORD-11199,2022-11-15,Home & Garden,South,Mobile App,Premium,307.76,2,0,615.52,132.65,CUST-1327
ORD-11200,2022-11-19,Home & Garden,Central,In-Store,Premium,448.98,1,0,448.98,83.97,CUST-1256
ORD-11201,2022-04-12,Clothing,South,Mobile App,Budget,169.48,2,5,322.01,84.2,CUST-1622
ORD-11202,2022-06-17,Home & Garden,West,Mobile App,Premium,187.61,1,5,178.23,45.6,CUST-2035
ORD-11203,2023-07-12,Beauty,West,Online,Premium,130.28,1,10,117.25,24.0,CUST-1091
ORD-11204,2024-06-26,Beauty,North,Online,Premium,86.39,2,15,146.86,35.43,CUST-2580
ORD-11205,2024-05-18,Electronics,East,In-Store,Budget,231.64,1,10,208.48,36.45,CUST-2172
ORD-11206,2024-09-21,Books,South,Online,Premium,55.52,2,0,111.04,15.46,CUST-1501
ORD-11207,2024-06-24,Home & Garden,North,Online,Budget,188.4,1,10,169.56,55.36,CUST-2811
ORD-11208,2024-04-28,Beauty,West,Mobile App,Budget,112.11,5,0,560.55,167.63,CUST-2665
ORD-11209,2023-07-14,Books,South,Online,Standard,36.83,2,10,66.29,10.08,CUST-2740
ORD-11210,2023-03-18,Clothing,Central,Mobile App,Budget,64.33,4,5,244.45,32.53,CUST-2102
ORD-11211,2024-11-15,Books,South,Mobile App,Premium,59.99,1,0,59.99,20.49,CUST-1909
ORD-11212,2022-08-22,Beauty,North,Online,Premium,119.21,3,0,357.63,116.92,CUST-1497
ORD-11213,2023-12-08,Home & Garden,North,Online,Standard,483.99,1,0,483.99,104.03,CUST-1373
ORD-11214,2024-05-30,Beauty,North,Mobile App,Premium,93.34,3,5,266.02,64.27,CUST-1370
ORD-11215,2022-08-16,Electronics,West,In-Store,Standard,565.3,1,0,565.3,124.59,CUST-1652
ORD-11216,2023-08-04,Sports,South,Mobile App,Premium,81.68,3,5,232.79,46.48,CUST-2823
ORD-11217,2024-09-23,Electronics,Central,In-Store,Standard,,1,10,721.67,113.4,CUST-2791
ORD-11218,2024-12-15,Clothing,East,In-Store,Premium,44.74,1,0,44.74,5.66,CUST-1650
ORD-11219,2023-09-24,Home & Garden,North,Mobile App,Standard,60.63,1,10,54.57,6.83,CUST-1993
ORD-11220,2022-04-04,Beauty,East,Online,Premium,138.43,1,0,138.43,29.97,CUST-2988
ORD-11221,2023-03-28,Beauty,Central,Online,Budget,23.08,2,10,41.54,6.8,CUST-1369
ORD-11222,2024-03-20,Electronics,West,Mobile App,Premium,922.75,5,0,4613.75,1087.38,CUST-2969
ORD-11223,2022-04-23,Beauty,East,Mobile App,Premium,39.26,1,0,39.26,9.71,CUST-1339
ORD-11224,2022-01-16,Books,East,Mobile App,Budget,25.7,2,10,46.26,15.73,CUST-2608
ORD-11225,2023-02-23,Electronics,East,Mobile App,Standard,973.61,2,5,1849.86,568.62,CUST-2455
ORD-11226,2023-09-10,Home & Garden,South,Mobile App,Budget,399.96,1,10,359.96,37.61,CUST-2595
ORD-11227,2023-03-09,Beauty,North,Mobile App,Standard,33.56,1,0,33.56,9.9,CUST-1345
ORD-11228,2022-10-09,Home & Garden,West,Online,Standard,284.39,1,15,241.73,24.69,CUST-1915
ORD-11229,2023-06-08,Sports,South,Online,Premium,89.54,1,5,85.06,13.86,CUST-2888
ORD-11230,2023-08-16,Books,West,In-Store,Premium,22.22,1,5,21.11,5.25,CUST-2702
ORD-11231,2023-11-03,Books,North,Mobile App,Standard,44.07,1,5,41.87,4.19,CUST-1881
ORD-11232,2022-09-03,Electronics,North,Online,Budget,,1,10,318.53,83.38,CUST-2557
ORD-11233,2022-01-16,Clothing,East,In-Store,Premium,35.19,1,0,35.19,5.29,CUST-1177
ORD-11234,2024-10-15,Home & Garden,Central,Online,Standard,475.57,1,15,404.23,110.64,CUST-1995
ORD-11235,2024-05-31,Sports,North,In-Store,Standard,272.15,1,0,272.15,34.76,CUST-2782
ORD-11236,2022-12-26,Electronics,East,Online,Standard,286.29,1,10,257.66,71.71,CUST-1355
ORD-11237,2022-09-22,Books,North,Online,Premium,18.39,1,5,17.47,3.61,CUST-2610
ORD-11238,2024-02-18,Beauty,West,In-Store,Premium,67.45,1,15,57.33,14.58,CUST-2922
ORD-11239,2024-12-26,Clothing,South,In-Store,Premium,56.01,1,0,56.01,18.2,CUST-1950
ORD-11240,2023-04-17,Sports,North,In-Store,Budget,201.2,4,5,764.56,167.56,CUST-1426
ORD-11241,2024-10-21,Home & Garden,North,In-Store,Standard,398.17,2,0,796.34,273.68,CUST-2757
ORD-11242,2023-12-27,Electronics,Central,Mobile App,Premium,507.19,2,5,963.66,336.8,CUST-1353
ORD-11243,2022-05-28,Electronics,East,Online,Standard,464.77,1,15,395.05,67.85,CUST-1344
ORD-11244,2024-03-24,Clothing,East,In-Store,Budget,59.42,1,10,53.48,15.99,CUST-2558
ORD-11245,2022-03-28,Beauty,South,In-Store,Budget,149.64,1,15,127.19,37.29,CUST-2162
ORD-11246,2024-06-12,Beauty,North,Online,Budget,15.8,2,0,31.6,7.23,CUST-1694
ORD-11247,2022-02-08,Home & Garden,North,In-Store,Budget,125.16,4,5,475.61,84.77,CUST-1570
ORD-11248,2024-07-30,Sports,West,Mobile App,Premium,112.92,3,5,321.82,99.38,CUST-1536
ORD-11249,2022-06-09,Beauty,South,In-Store,Budget,104.07,1,5,98.87,25.89,CUST-2958
ORD-11250,2023-10-04,Home & Garden,West,Mobile App,Standard,454.67,1,0,454.67,51.29,CUST-2799
ORD-11251,2024-05-29,Home & Garden,West,Mobile App,Premium,216.58,4,10,779.69,103.58,CUST-1753
ORD-11252,2024-04-08,Books,North,Online,Premium,42.27,4,0,169.08,32.66,CUST-1927
ORD-11253,2024-05-05,Clothing,North,Mobile App,Standard,105.57,2,5,200.58,25.57,CUST-2330
ORD-11254,2023-08-16,Electronics,West,Online,Standard,1033.32,2,0,2066.64,711.08,CUST-2842
ORD-11255,2022-08-24,Clothing,North,In-Store,Standard,26.57,2,5,50.48,16.59,CUST-2320
ORD-11256,2024-04-09,Beauty,Central,Online,Premium,71.6,1,10,64.44,14.03,CUST-2505
ORD-11257,2022-02-12,Electronics,Central,Online,Budget,342.58,1,15,291.19,95.45,CUST-1925
ORD-11258,2023-10-28,Books,North,In-Store,Standard,34.42,2,0,68.84,15.53,CUST-2538
ORD-11259,2022-12-18,Sports,Central,In-Store,Standard,101.97,1,0,101.97,30.93,CUST-1049
ORD-11260,2024-07-31,Sports,East,Mobile App,Premium,303.21,1,20,242.57,43.82,CUST-1284
ORD-11261,2024-01-12,Beauty,North,Mobile App,Standard,125.98,2,0,251.96,66.01,CUST-2398
ORD-11262,2022-06-30,Sports,South,Mobile App,Budget,296.23,1,0,296.23,43.46,CUST-2835
ORD-11263,2024-06-13,Home & Garden,Central,Online,Budget,441.64,1,15,375.39,91.99,CUST-2160
ORD-11264,2022-08-05,Books,South,Online,Standard,50.45,4,5,191.71,46.1,CUST-1185
ORD-11265,2023-05-14,Electronics,South,In-Store,Budget,630.42,4,0,2521.68,518.77,CUST-1597
ORD-11266,2024-06-11,Sports,North,Mobile App,Premium,84.15,1,10,75.74,17.71,CUST-2961
ORD-11267,2024-03-31,Sports,Central,Mobile App,Standard,147.56,2,5,280.36,76.56,CUST-1920
ORD-11268,2024-12-09,Beauty,North,In-Store,Standard,13.75,1,0,13.75,3.5,CUST-2243
ORD-11269,2022-06-11,Electronics,South,Online,Budget,707.03,5,0,3535.15,849.68,CUST-1300
ORD-11270,2024-03-21,Electronics,West,Mobile App,Premium,971.95,2,10,1749.51,207.91,CUST-1791
ORD-11271,2023-09-28,Clothing,Central,Mobile App,Premium,134.12,5,0,670.6,104.24,CUST-1210
ORD-11272,2023-11-27,Beauty,Central,Online,Standard,63.15,3,15,161.03,39.49,CUST-1003
ORD-11273,2023-03-30,Electronics,West,Mobile App,Standard,359.7,1,0,359.7,78.77,CUST-1087
ORD-11274,2023-11-14,Electronics,North,In-Store,Premium,618.58,1,0,618.58,159.15,CUST-1823
ORD-11275,2022-12-11,Clothing,East,Mobile App,Standard,47.04,1,15,39.98,9.5,CUST-2540
ORD-11276,2022-06-06,Home & Garden,East,Mobile App,Premium,474.07,2,0,948.14,129.73,CUST-2313
ORD-11277,2024-11-11,Beauty,North,Mobile App,Budget,,2,0,201.12,41.18,CUST-2811
ORD-11278,2022-08-22,Home & Garden,North,Mobile App,Premium,448.76,3,0,1346.28,293.57,CUST-2721
ORD-11279,2024-12-22,Clothing,West,Online,Budget,23.01,2,5,43.72,11.32,CUST-2845
ORD-11280,2024-11-10,Sports,East,In-Store,Budget,355.89,1,0,355.89,107.04,CUST-2393
ORD-11281,2023-02-02,Beauty,South,In-Store,Premium,124.98,1,0,124.98,18.08,CUST-2346
ORD-11282,2023-12-17,Sports,South,In-Store,Standard,353.84,1,5,336.15,82.82,CUST-1509
ORD-11283,2023-12-21,Books,North,Online,Budget,8.47,2,0,16.94,3.61,CUST-1771
ORD-11284,2022-10-30,Clothing,East,Online,Standard,136.82,1,0,136.82,39.48,CUST-1726
ORD-11285,2023-04-29,Electronics,East,In-Store,Budget,383.42,3,0,1150.26,331.82,CUST-1033
ORD-11286,2022-07-30,Books,South,Online,Standard,58.49,4,10,210.56,35.37,CUST-2790
ORD-11287,2022-10-27,Sports,West,Online,Premium,293.82,1,5,279.13,64.04,CUST-2967
ORD-11288,2023-06-09,Beauty,Central,In-Store,Standard,27.8,1,0,27.8,8.39,CUST-2198
ORD-11289,2023-02-09,Books,South,Online,Budget,11.83,1,0,11.83,3.6,CUST-1103
ORD-11290,2022-12-22,Books,South,Online,Standard,57.47,1,5,54.6,7.98,CUST-1853
ORD-11291,2022-11-10,Clothing,East,In-Store,Budget,91.67,5,15,389.6,94.4,CUST-2208
ORD-11292,2022-06-04,Books,Central,Online,Premium,55.25,4,10,198.9,27.56,CUST-1656
ORD-11293,2022-12-29,Books,West,Mobile App,Premium,47.08,2,15,80.04,16.0,CUST-1762
ORD-11294,2024-10-08,Electronics,East,Mobile App,Premium,1112.18,1,0,1112.18,179.91,CUST-1195
ORD-11295,2024-08-08,Sports,South,In-Store,Premium,147.76,2,10,265.97,91.5,CUST-1060
ORD-11296,2024-07-08,Books,West,Online,Budget,8.23,1,0,8.23,2.17,CUST-2483
ORD-11297,2023-10-24,Electronics,East,Mobile App,Budget,934.34,1,10,840.91,239.91,CUST-1144
ORD-11298,2023-10-10,Sports,Central,In-Store,Premium,106.65,1,0,106.65,32.3,CUST-1067
ORD-11299,2022-11-06,Home & Garden,South,In-Store,Premium,301.85,2,5,573.51,176.76,CUST-1674
ORD-11300,2024-06-19,Home & Garden,North,Mobile App,Standard,316.23,2,0,632.46,145.24,CUST-1873
ORD-11301,2022-05-20,Home & Garden,South,Mobile App,Budget,222.63,4,0,890.52,299.05,CUST-2886
ORD-11302,2024-08-18,Beauty,North,Online,Standard,146.19,3,5,416.64,130.96,CUST-2349
ORD-11303,2024-06-24,Electronics,West,Mobile App,Standard,532.72,2,0,1065.44,270.54,CUST-1983
ORD-11304,2023-09-13,Electronics,North,In-Store,Premium,310.58,3,15,791.98,206.3,CUST-2628
ORD-11305,2023-07-17,Clothing,South,In-Store,Budget,189.09,1,0,189.09,26.63,CUST-2267
ORD-11306,2022-04-26,Clothing,North,In-Store,Standard,76.83,1,0,76.83,17.21,CUST-1127
ORD-11307,2023-12-22,Beauty,East,Mobile App,Budget,41.61,1,5,39.53,10.51,CUST-2711
ORD-11308,2024-11-05,Sports,South,In-Store,Budget,243.94,2,5,463.49,106.1,CUST-1376
ORD-11309,2022-06-01,Books,East,In-Store,Standard,50.14,3,0,150.42,46.88,CUST-1052
ORD-11310,2023-09-28,Sports,North,Mobile App,Standard,191.47,5,5,909.48,120.2,CUST-1846
ORD-11311,2024-08-03,Sports,Central,In-Store,Premium,145.51,3,5,414.7,123.0,CUST-1989
ORD-11312,2024-07-14,Sports,West,Online,Standard,285.65,5,0,1428.25,335.0,CUST-1075
ORD-11313,2022-03-19,Books,North,Mobile App,Budget,39.46,1,10,35.51,8.07,CUST-2654
ORD-11314,2022-04-27,Electronics,East,Online,Budget,250.21,4,5,950.8,159.56,CUST-2364
ORD-11315,2024-01-26,Home & Garden,Central,Online,Premium,,1,5,68.14,20.8,CUST-2468
ORD-11316,2023-08-11,Electronics,Central,Mobile App,Budget,,4,0,1908.24,322.63,CUST-1306
ORD-11317,2022-06-07,Books,North,Online,Budget,17.27,3,0,51.81,7.89,CUST-1761
ORD-11318,2022-07-04,Beauty,North,Mobile App,Standard,138.15,2,0,276.3,93.15,CUST-2093
ORD-11319,2024-11-04,Home & Garden,West,In-Store,Budget,277.14,1,0,277.14,69.84,CUST-1895
ORD-11320,2024-02-27,Clothing,North,Online,Budget,147.67,1,0,147.67,23.51,CUST-1959
ORD-11321,2024-08-05,Home & Garden,West,In-Store,Premium,160.49,3,5,457.4,103.74,CUST-2035
ORD-11322,2022-03-26,Books,North,Mobile App,Budget,45.43,2,5,86.32,29.54,CUST-2259
ORD-11323,2024-07-10,Beauty,North,Online,Premium,22.97,3,10,62.02,15.96,CUST-2394
ORD-11324,2023-01-21,Sports,East,Mobile App,Premium,346.06,1,0,346.06,43.28,CUST-1702
ORD-11325,2023-10-21,Books,East,In-Store,Budget,16.48,1,0,16.48,2.14,CUST-2376
ORD-11326,2024-09-01,Home & Garden,West,In-Store,Standard,494.08,-1,0,494.08,123.6,CUST-2456
ORD-11327,2024-10-23,Books,South,Mobile App,Premium,22.48,1,10,20.23,6.02,CUST-1163
ORD-11328,2022-11-05,Electronics,South,Mobile App,Standard,615.98,1,0,615.98,72.91,CUST-1862
ORD-11329,2022-05-07,Books,East,Mobile App,Budget,53.57,1,0,53.57,10.82,CUST-1769
ORD-11330,2024-07-11,Clothing,East,Online,Premium,186.11,1,20,148.89,20.02,CUST-1765
ORD-11331,2022-07-31,Beauty,East,Online,Standard,78.06,2,5,148.31,22.84,CUST-1484
ORD-11332,2023-12-05,Electronics,North,Mobile App,Budget,193.61,1,5,183.93,18.78,CUST-1878
ORD-11333,2022-06-22,Clothing,Central,Online,Premium,67.88,1,5,64.49,8.39,CUST-1120
ORD-11334,2024-10-30,Electronics,South,Mobile App,Premium,995.77,1,0,995.77,190.4,CUST-2571
ORD-11335,2022-12-20,Electronics,Central,Mobile App,Premium,1139.9,3,5,3248.72,890.24,CUST-2984
ORD-11336,2022-03-22,Electronics,East,In-Store,Standard,562.04,1,10,505.84,105.01,CUST-2354
ORD-11337,2023-05-23,Books,Central,Mobile App,Standard,24.73,3,20,59.35,14.7,CUST-2420
ORD-11338,2024-06-15,Books,Central,Mobile App,Standard,,1,5,21.7,2.84,CUST-1712
ORD-11339,2024-06-18,Electronics,West,Online,Premium,810.71,2,0,1621.42,502.22,CUST-2222
ORD-11340,2024-12-09,Books,West,Online,Premium,49.3,1,0,49.3,12.53,CUST-2985
ORD-11341,2024-12-06,Books,North,In-Store,Standard,50.2,1,5,47.69,6.43,CUST-2768
ORD-11342,2022-11-22,Electronics,North,In-Store,Budget,822.36,3,15,2097.02,422.6,CUST-1747
ORD-11343,2024-01-16,Electronics,North,In-Store,Standard,178.53,1,0,178.53,18.05,CUST-2656
ORD-11344,2024-02-03,Books,East,In-Store,Premium,12.88,1,0,12.88,2.7,CUST-1428
ORD-11345,2023-08-03,Sports,East,Online,Premium,116.99,1,5,111.14,18.49,CUST-2392
ORD-11346,2024-03-04,Electronics,North,Mobile App,Budget,1002.23,2,20,1603.57,347.79,CUST-1163
ORD-11347,2024-04-17,Electronics,East,Mobile App,Standard,946.39,4,5,3596.28,837.5,CUST-2189
ORD-11348,2023-11-24,Clothing,Central,In-Store,Standard,58.67,1,15,49.87,11.89,CUST-2284
ORD-11349,2022-04-18,Electronics,South,Online,Budget,854.08,1,5,811.38,82.54,CUST-2421
ORD-11350,2023-11-17,Books,North,Mobile App,Premium,32.87,-1,10,29.58,6.97,CUST-1335
ORD-11351,2022-05-15,Books,Central,Mobile App,Standard,9.33,1,5,8.86,1.37,CUST-1435
ORD-11352,2023-11-07,Books,Central,Online,Standard,48.88,1,5,46.44,14.64,CUST-1491
ORD-11353,2022-07-13,Beauty,Central,Mobile App,Premium,116.83,3,15,297.92,96.51,CUST-1528
ORD-11354,2024-03-02,Clothing,East,Mobile App,Premium,49.76,1,0,49.76,16.58,CUST-1095
ORD-11355,2023-08-05,Beauty,West,Mobile App,Premium,29.13,-2,0,58.26,7.19,CUST-1466
ORD-11356,2023-06-01,Clothing,North,Mobile App,Budget,157.01,1,0,157.01,21.13,CUST-2075
ORD-11357,2022-11-04,Home & Garden,East,In-Store,Budget,87.44,2,10,157.39,34.75,CUST-1700
ORD-11358,2023-11-14,Electronics,Central,Online,Premium,283.18,1,15,240.7,50.7,CUST-2128
ORD-11359,2022-06-16,Beauty,South,Mobile App,Premium,144.32,1,0,144.32,44.46,CUST-1377
ORD-11360,2022-10-17,Beauty,West,In-Store,Premium,118.28,1,5,112.37,33.12,CUST-1417
ORD-11361,2023-12-18,Beauty,East,Mobile App,Standard,141.49,1,10,127.34,35.01,CUST-1057
ORD-11362,2023-09-28,Home & Garden,East,Mobile App,Standard,463.87,1,0,463.87,88.31,CUST-1347
ORD-11363,2024-03-13,Electronics,West,Mobile App,Standard,805.1,3,0,2415.3,415.23,CUST-2490
ORD-11364,2022-09-22,Sports,East,Mobile App,Premium,45.12,4,0,180.48,48.52,CUST-1876
ORD-11365,2022-06-23,Books,North,Online,Premium,31.58,1,5,30.0,3.02,CUST-2447
ORD-11366,2023-09-27,Clothing,West,In-Store,Standard,92.87,3,10,250.75,47.44,CUST-2492
ORD-11367,2024-02-11,Sports,Central,Online,Budget,51.62,2,0,103.24,25.68,CUST-2431
ORD-11368,2023-11-04,Electronics,Central,Online,Standard,958.58,2,10,1725.44,534.3,CUST-2226
ORD-11369,2022-09-19,Sports,North,In-Store,Budget,367.71,2,0,735.42,209.61,CUST-2438
ORD-11370,2024-12-14,Electronics,South,Mobile App,Premium,990.46,1,10,891.41,261.87,CUST-2997
ORD-11371,2022-07-11,Clothing,Central,Mobile App,Premium,126.29,4,0,505.16,63.25,CUST-2352
ORD-11372,2024-05-17,Clothing,North,Mobile App,Premium,176.06,1,5,167.26,40.24,CUST-1373
ORD-11373,2024-11-07,Clothing,Central,Mobile App,Budget,143.31,1,10,128.98,42.54,CUST-2874
ORD-11374,2024-01-12,Beauty,West,Mobile App,Budget,52.59,1,0,52.59,16.95,CUST-2425
ORD-11375,2022-02-07,Sports,West,Mobile App,Budget,209.39,3,10,565.35,130.93,CUST-2118
ORD-11376,2024-01-13,Beauty,North,In-Store,Budget,100.85,1,10,90.77,31.15,CUST-1157
ORD-11377,2023-09-25,Electronics,Central,Mobile App,Budget,1186.82,1,10,1068.14,260.5,CUST-2991
ORD-11378,2023-01-05,Clothing,Central,In-Store,Budget,176.57,1,0,176.57,47.65,CUST-2587
ORD-11379,2023-03-15,Sports,West,Online,Premium,,1,10,291.41,46.73,CUST-1808
ORD-11380,2023-12-01,Books,West,Online,Premium,49.81,1,5,47.32,11.52,CUST-1202
ORD-11381,2024-09-22,Home & Garden,East,In-Store,Budget,218.07,1,0,218.07,46.32,CUST-2898
ORD-11382,2023-01-29,Sports,South,In-Store,Standard,221.03,1,0,221.03,64.02,CUST-1882
ORD-11383,2023-04-09,Home & Garden,Central,Online,Standard,148.18,1,0,148.18,31.36,CUST-2399
ORD-11384,2022-10-09,Beauty,East,In-Store,Standard,18.05,1,0,18.05,2.96,CUST-1140
ORD-11385,2022-11-14,Clothing,South,Online,Budget,158.57,2,5,301.28,52.43,CUST-1832
ORD-11386,2022-06-08,Home & Garden,North,Mobile App,Premium,457.39,5,0,2286.95,672.1,CUST-1926
ORD-11387,2023-08-29,Home & Garden,South,Online,Budget,24.64,1,0,24.64,7.9,CUST-2316
ORD-11388,2022-07-27,Clothing,Central,Online,Premium,94.02,1,10,84.62,15.5,CUST-2246
ORD-11389,2024-11-05,Clothing,West,Mobile App,Premium,159.83,1,0,159.83,26.74,CUST-2686
ORD-11390,2024-12-14,Electronics,South,In-Store,Standard,787.77,2,15,1339.21,441.7,CUST-1313
ORD-11391,2022-03-19,Beauty,North,In-Store,Premium,87.73,1,0,87.73,22.14,CUST-1724
ORD-11392,2023-11-21,Electronics,Central,In-Store,Standard,941.19,1,10,847.07,148.06,CUST-2311
ORD-11393,2022-09-26,Electronics,Central,Online,Premium,821.12,1,0,821.12,85.98,CUST-2347
ORD-11394,2024-02-11,Electronics,North,Online,Premium,1181.72,1,10,1063.55,173.09,CUST-1724
ORD-11395,2022-11-12,Books,North,In-Store,Premium,55.39,2,10,99.7,18.25,CUST-2729
ORD-11396,2022-11-29,Books,Central,In-Store,Standard,24.23,1,0,24.23,6.93,CUST-1742
ORD-11397,2023-01-06,Sports,East,Mobile App,Budget,253.62,5,0,1268.1,224.7,CUST-2477
ORD-11398,2022-12-06,Electronics,Central,In-Store,Budget,316.92,1,5,301.07,84.59,CUST-2053
ORD-11399,2024-06-15,Clothing,West,Online,Budget,165.08,1,5,156.83,21.92,CUST-2316
ORD-11400,2022-03-31,Electronics,West,In-Store,Budget,528.62,2,10,951.52,275.17,CUST-1429
ORD-11401,2024-04-21,Clothing,South,Mobile App,Budget,37.76,5,0,188.8,19.0,CUST-2873
ORD-11402,2024-01-17,Sports,West,Mobile App,Budget,280.52,1,20,224.42,52.16,CUST-1306
ORD-11403,2023-05-02,Clothing,Central,Mobile App,Budget,73.08,1,0,73.08,13.92,CUST-2712
ORD-11404,2024-06-28,Beauty,West,Online,Standard,13.28,1,0,13.28,1.77,CUST-2279
ORD-11405,2023-08-07,Home & Garden,Central,Online,Premium,258.75,2,20,414.0,132.88,CUST-2450
ORD-11406,2024-07-08,Sports,West,Online,Budget,329.71,3,5,939.67,287.52,CUST-2819
ORD-11407,2023-04-25,Clothing,West,In-Store,Standard,119.39,3,20,286.54,70.27,CUST-1642
ORD-11408,2024-12-29,Beauty,North,In-Store,Budget,53.94,2,0,107.88,32.86,CUST-1430
ORD-11409,2023-05-05,Clothing,East,In-Store,Budget,103.3,1,5,98.13,17.67,CUST-2246
ORD-11410,2023-09-26,Electronics,Central,In-Store,Standard,950.21,2,0,1900.42,582.85,CUST-1420
ORD-11411,2024-08-18,Beauty,Central,In-Store,Budget,83.52,3,20,200.45,54.38,CUST-1222
ORD-11412,2023-02-02,Home & Garden,North,Mobile App,Budget,102.5,4,10,369.0,92.49,CUST-1204
ORD-11413,2024-01-24,Books,North,Mobile App,Premium,16.04,2,10,28.87,6.66,CUST-2670
ORD-11414,2024-06-21,Clothing,Central,Online,Premium,165.52,2,5,314.49,103.42,CUST-1096
ORD-11415,2024-08-03,Beauty,Central,Online,Premium,73.66,1,5,69.98,9.57,CUST-1562
ORD-11416,2023-08-01,Home & Garden,North,Online,Budget,454.07,2,15,771.92,161.46,CUST-1647
ORD-11417,2024-02-22,Electronics,South,Online,Standard,196.45,1,5,186.63,47.32,CUST-1725
ORD-11418,2024-10-26,Home & Garden,South,Online,Standard,349.9,1,5,332.4,52.86,CUST-1674
ORD-11419,2024-12-16,Sports,South,Mobile App,Premium,152.6,1,10,137.34,24.66,CUST-2074
ORD-11420,2024-05-07,Electronics,East,Online,Standard,652.36,2,15,1109.01,172.63,CUST-1752
ORD-11421,2022-11-28,Electronics,North,Mobile App,Budget,1180.95,2,0,2361.9,281.27,CUST-1209
ORD-11422,2023-02-13,Home & Garden,Central,In-Store,Premium,379.98,4,20,1215.94,362.74,CUST-1664
ORD-11423,2022-10-11,Sports,West,In-Store,Budget,260.42,1,15,221.36,51.68,CUST-1914
ORD-11424,2023-05-28,Electronics,East,In-Store,Standard,714.61,4,0,2858.44,742.34,CUST-2049
ORD-11425,2022-04-17,Beauty,South,In-Store,Budget,50.87,1,5,48.33,14.62,CUST-2753
ORD-11426,2024-09-11,Beauty,West,Online,Standard,69.82,1,0,69.82,14.52,CUST-2036
ORD-11427,2024-01-31,Electronics,South,Mobile App,Budget,845.0,3,0,2535.0,852.33,CUST-2370
ORD-11428,2022-07-30,Beauty,North,Online,Budget,30.62,1,0,30.62,6.07,CUST-2699
ORD-11429,2024-11-22,Home & Garden,South,Online,Premium,58.03,2,15,98.65,26.19,CUST-1614
ORD-11430,2022-09-13,Sports,Central,Online,Budget,58.93,3,10,159.11,18.65,CUST-1886
